"","Domain","Phylum","Class","Order","Family","Genus"
"ASV3477"," d__Bacteria"," p__Gemmatimonadota"," c__Gemmatimonadetes"," o__Gemmatimonadales"," f__GWC2-71-9"," g__JACOVF01"
"ASV3478"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__1-14-0-20-64-10"," f__1-14-0-20-64-10"," g__JACOVG01"
"ASV3479"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__UBA12501"," g__JACOVN01"
"ASV3480"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__UBA489"," g__JACOVP01"
"ASV3481"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__UBA10102"," g__JACOVR01"
"ASV3482"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__JACOVV01"," f__JACOVV01"," g__JACOVV01"
"ASV3483"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__UBA10102"," g__JACOVZ01"
"ASV3484"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__CG10238-14"," f__SCSR01"," g__JACOWB01"
"ASV3485"," d__Bacteria"," p__2-12-FULL-45-22"," c__2-12-FULL-45-22"," o__2-12-FULL-45-22"," f__JACOWJ01"," g__JACOWJ01"
"ASV3486"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__UBA2135"," g__JACOWN01"
"ASV3487"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA1400"," f__JACOWY01"," g__JACOWY01"
"ASV3488"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__Colwellbacteraceae"," g__JACOWZ01"
"ASV3489"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Daviesbacterales"," f__UBA10151"," g__JACOXD01"
"ASV3490"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Daviesbacterales"," f__UBA10151"," g__JACOXG01"
"ASV3491"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Daviesbacterales"," f__UBA10151"," g__JACOXI01"
"ASV3492"," d__Bacteria"," p__Bdellovibrionota"," c__O2-12-FULL-43-9"," o__JACOXK01"," f__JACOXK01"," g__JACOXK01"
"ASV3493"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA11713"," f__UBA11713"," g__JACOXM01"
"ASV3494"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA11713"," f__2-01-FULL-45-33"," g__JACOXN01"
"ASV3495"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__JACOXO01"," f__JACOXO01"," g__JACOXO01"
"ASV3496"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__WO2-44-18"," g__JACOXP01"
"ASV3497"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JACOXT01"
"ASV3498"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JACOXU01"
"ASV3499"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JACOXV01"
"ASV3500"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JACOXW01"
"ASV3501"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__JACOXY01"," g__JACOXY01"
"ASV3502"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__2-01-FULL-56-20"," g__JACOXZ01"
"ASV3503"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__UBA10117"," f__UBA10117"," g__JACOYC01"
"ASV3504"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__JACOYD01"," g__JACOYD01"
"ASV3505"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Daviesbacterales"," f__UBA10151"," g__JACOYE01"
"ASV3506"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__JACOYJ01"
"ASV3507"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__JACOYM01"
"ASV3508"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA1406"," f__GWC2-37-13"," g__JACOYT01"
"ASV3509"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Sungbacterales"," f__HO2-52-23"," g__JACOYX01"
"ASV3510"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Sungbacterales"," f__JACQCQ01"," g__JACOZA01"
"ASV3511"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__JACOZG01"," g__JACOZG01"
"ASV3512"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__GW2011-AR9"," g__JACOZM01"
"ASV3513"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__GW2011-AR4"," g__JACOZO01"
"ASV3514"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__JACOZS01"," g__JACOZS01"
"ASV3515"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__GWA2-44-7"," f__UBA8517"," g__JACOZU01"
"ASV3516"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__2-02-FULL-40-12"," f__GWA2-44-9"," g__JACOZW01"
"ASV3517"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__2-02-FULL-40-12"," f__GWA2-44-9"," g__JACPAB01"
"ASV3518"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__CG10238-14"," f__SCSR01"," g__JACPAE01"
"ASV3519"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__GW2011-AR5"," f__GW2011-AR5"," g__JACPAH01"
"ASV3520"," d__Bacteria"," p__UBA10199"," c__UBA10199"," o__2-02-FULL-50-16"," f__JACPAL01"," g__JACPAK01"
"ASV3521"," d__Bacteria"," p__UBA10199"," c__UBA10199"," o__2-02-FULL-50-16"," f__JACPAL01"," g__JACPAL01"
"ASV3522"," d__Bacteria"," p__Elusimicrobiota"," c__Elusimicrobia"," o__JACQPE01"," f__JACQPE01"," g__JACPAN01"
"ASV3523"," d__Archaea"," p__Thermoplasmatota"," c__E2"," o__JACPAO01"," f__JACPAO01"," g__JACPAO01"
"ASV3524"," d__Bacteria"," p__Gemmatimonadota"," c__Gemmatimonadetes"," o__Gemmatimonadales"," f__GWC2-71-9"," g__JACPAP01"
"ASV3525"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JACPAR01"
"ASV3526"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Anstonellales"," f__Bilamarchaeaceae"," g__JACPAS01"
"ASV3527"," d__Bacteria"," p__Methylomirabilota"," c__Methylomirabilia"," o__Methylomirabilales"," f__JACPAU01"," g__JACPAU01"
"ASV3528"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Aquiviventales"," f__Aquiviventaceae"," g__JACPAW01"
"ASV3529"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__2-02-FULL-51-18"," f__2-02-FULL-51-18"," g__JACPAX01"
"ASV3530"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Aquiviventales"," f__Aquiviventaceae"," g__JACPAY01"
"ASV3531"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__UBA2135"," g__JACPBB01"
"ASV3532"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__JACPBO01"," g__JACPBO01"
"ASV3533"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__UBA10216"," g__JACPBS01"
"ASV3534"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__UBA10216"," g__JACPBT01"
"ASV3535"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__JACPBV01"," g__JACPBV01"
"ASV3536"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__GW2011-AR9"," g__JACPCC01"
"ASV3537"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__GW2011-AR9"," g__JACPCD01"
"ASV3538"," d__Bacteria"," p__Methylomirabilota"," c__Methylomirabilia"," o__Rokubacteriales"," f__CSP1-6"," g__JACPCG01"
"ASV3539"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__UBA1127"," f__JACPCK01"," g__JACPCK01"
"ASV3540"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__QGNO01"," f__JACPCL1"," g__JACPCL1"
"ASV3541"," d__Bacteria"," p__Omnitrophota"," c__Omnitrophia"," o__Omnitrophales"," f__JACQLI01"," g__JACPCP01"
"ASV3542"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__JACPCQ01"," f__JACPCQ01"," g__JACPCQ01"
"ASV3543"," d__Bacteria"," p__Planctomycetota"," c__PUPC01"," o__JACPCR01"," f__JACPCR01"," g__JACPCR01"
"ASV3544"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JACPDD01"
"ASV3545"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__GW2011-AR4"," g__JACPDF01"
"ASV3546"," d__Bacteria"," p__Acidobacteriota"," c__Thermoanaerobaculia"," o__Gp7-AA8"," f__Gp7-AA8"," g__JACPDH01"
"ASV3547"," d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__2-12-FULL-66-21"," g__JACPDI01"
"ASV3548"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__GWA2-44-7"," f__UBA10165"," g__JACPEJ01"
"ASV3549"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Curtissbacterales"," f__GWA2-41-24"," g__JACPEV01"
"ASV3550"," d__Bacteria"," p__UBA10199"," c__UBA10199"," o__UBA10199"," f__SBBF01"," g__JACPFC01"
"ASV3551"," d__Bacteria"," p__Desulfobacterota_B"," c__Binatia"," o__UBA9968"," f__UBA9968"," g__JACPFE01"
"ASV3552"," d__Bacteria"," p__UBA10199"," c__UBA10199"," o__GCA-002796325"," f__JACPFF01"," g__JACPFF01"
"ASV3553"," d__Bacteria"," p__UBA10199"," c__UBA10199"," o__GCA-002796325"," f__JACPFF01"," g__JACPFG01"
"ASV3554"," d__Bacteria"," p__Dependentiae"," c__Babeliae"," o__Babeliales"," f__Chromulinivoraceae"," g__JACPFN01"
"ASV3555"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Enterobacterales"," f__DSM-103792"," g__JACPFT01"
"ASV3556"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Nevskiales"," f__Nevskiaceae"," g__JACPFV01"
"ASV3557"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA10105"," f__UBA927"," g__JACPFZ01"
"ASV3558"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__UBA9570"," f__XYC2-FULL-38-9"," g__JACPGJ01"
"ASV3559"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__UBA9570"," f__UBA9570"," g__JACPGK01"
"ASV3560"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__JACPL01"," f__JACPL01"," g__JACPGL01"
"ASV3561"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JACPGP01"
"ASV3562"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JACPGQ01"
"ASV3563"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__Magasanikbacterales"," f__GWA2-37-8"," g__JACPGS01"
"ASV3564"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Norongarragalinales"," f__JACPGT01"," g__JACPGT01"
"ASV3565"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__JACPGZ01"
"ASV3566"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__JACPHA01"
"ASV3567"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA10092"," f__UBA10092"," g__JACPHB01"
"ASV3568"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__BM507"," f__GWC2-42-12"," g__JACPHD01"
"ASV3569"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__JACPHY01"," f__JACPHY01"," g__JACPHY01"
"ASV3570"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__ARS49"," g__JACPID01"
"ASV3571"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__JACPIF01"," g__JACPIF01"
"ASV3572"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__UBA10216"," g__JACPIG01"
"ASV3573"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__GW2011-AR9"," g__JACPIK01"
"ASV3574"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__GW2011-AR9"," g__JACPIL01"
"ASV3575"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__JACPIM01"," g__JACPIM01"
"ASV3576"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__GCA-2688095"," g__JACPIN01"
"ASV3577"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__UBA9933"," g__JACPIO01"
"ASV3578"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__GWA2-47-26"," f__GWA2-47-26"," g__JACPJN01"
"ASV3579"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__SG8-24"," f__UBA10169"," g__JACPJO01"
"ASV3580"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__GW2011-AR4"," g__JACPJP01"
"ASV3581"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__JACPJR01"," g__JACPJR01"
"ASV3582"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__GW2011-AR5"," f__JACRAC01"," g__JACPJV01"
"ASV3583"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__GW2011-AR5"," f__GW2011-AR5"," g__JACPJW01"
"ASV3584"," d__Bacteria"," p__Patescibacteria"," c__UBA1384"," o__JACPKC01"," f__JACPKC01"," g__JACPKC01"
"ASV3585"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__MFKM01"," g__JACPKE01"
"ASV3586"," d__Bacteria"," p__Patescibacteria"," c__Saccharimonadia"," o__Saccharimonadales"," f__UBA10212"," g__JACPKF01"
"ASV3587"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Curtissbacterales"," f__GWA2-41-24"," g__JACPKK01"
"ASV3588"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Daviesbacterales"," f__UBA10151"," g__JACPKL01"
"ASV3589"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Daviesbacterales"," f__UBA10151"," g__JACPKM01"
"ASV3590"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Daviesbacterales"," f__UBA10151"," g__JACPKO01"
"ASV3591"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Daviesbacterales"," f__UBA10151"," g__JACPKP01"
"ASV3592"," d__Bacteria"," p__Bdellovibrionota"," c__O2-12-FULL-43-9"," o__JACOXK01"," f__JACOXK01"," g__JACPKQ01"
"ASV3593"," d__Bacteria"," p__Bdellovibrionota"," c__UBA1018"," o__UBA1018"," f__UBA923"," g__JACPKS01"
"ASV3594"," d__Archaea"," p__Iainarchaeota"," c__Iainarchaeia"," o__Iainarchaeales"," f__GW2011-AR10"," g__JACPKT01"
"ASV3595"," d__Bacteria"," p__Patescibacteria"," c__Doudnabacteria"," o__UBA920"," f__O2-02-FULL-48-8"," g__JACPKU01"
"ASV3596"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA11713"," f__UBA11713"," g__JACPKW01"
"ASV3597"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__2-02-FULL-39-11"," f__2-02-FULL-39-11"," g__JACPKY01"
"ASV3598"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__JACROR01"," f__JACROR01"," g__JACPLO01"
"ASV3599"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__JACPLR01"
"ASV3600"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__JACPLS01"
"ASV3601"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__JACPLT01"
"ASV3602"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__2-02-FULL-40-12"," f__2-02-FULL-40-12"," g__JACPLU01"
"ASV3603"," d__Bacteria"," p__Patescibacteria"," c__Gracilibacteria"," o__UBA1369"," f__LOWO2-01-FULL-3"," g__JACPLZ01"
"ASV3604"," d__Bacteria"," p__Patescibacteria"," c__Gracilibacteria"," o__UBA1369"," f__UM-FILTER-53-11"," g__JACPMA01"
"ASV3605"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA1406"," f__GWC2-37-13"," g__JACPMD01"
"ASV3606"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Sungbacterales"," f__SURF-37"," g__JACPMF01"
"ASV3607"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Sungbacterales"," f__HO2-52-23"," g__JACPMG01"
"ASV3608"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__JACQRZ01"," f__JACQRZ01"," g__JACPMJ01"
"ASV3609"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__UBA10102"," g__JACPMK01"
"ASV3610"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__GW2011-AR9"," g__JACPNA01"
"ASV3611"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__GW2011-AR9"," g__JACPNC01"
"ASV3612"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__GW2011-AR9"," g__JACPND01"
"ASV3613"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__JACPIM01"," g__JACPNF01"
"ASV3614"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__JACPNG01"," g__JACPNG01"
"ASV3615"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__JACPNG01"," g__JACPNI01"
"ASV3616"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__2-02-FULL-40-12"," f__IGHO2-12-FULL-4"," g__JACPNK01"
"ASV3617"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__QMZP01"," f__QMZP01"," g__JACPNN01"
"ASV3618"," d__Bacteria"," p__Actinomycetota"," c__Thermoleophilia"," o__Solirubrobacterales"," f__JACPNS01"," g__JACPNS01"
"ASV3619"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__UBA9655"," f__UBA9655"," g__JACPNY01"
"ASV3620"," d__Bacteria"," p__Chloroflexota"," c__Limnocylindria"," o__P2-11E"," f__P2-11E"," g__JACPOT01"
"ASV3621"," d__Bacteria"," p__Dependentiae"," c__Babeliae"," o__Babeliales"," f__JACPOV01"," g__JACPOV01"
"ASV3622"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__JACPPQ01"," g__JACPPQ01"
"ASV3623"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__UBA2162"," g__JACPPR01"
"ASV3624"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__JACPPT01"," f__JACPPT01"," g__JACPPT01"
"ASV3625"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__UBA2162"," g__JACPPV01"
"ASV3626"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__JACPQL01"," f__JACPQL01"," g__JACPQL01"
"ASV3627"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__JACPQK01"," f__JACPQK01"," g__JACPQM01"
"ASV3628"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__SHYD01"," f__SHYD01"," g__JACPQN01"
"ASV3629"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__SM23-28-2"," f__RBG-16-64-32"," g__JACPQO01"
"ASV3630"," d__Bacteria"," p__JACPQU01"," c__JACPQU01"," o__JACPQU01"," f__JACPQU01"," g__JACPQU01"
"ASV3631"," d__Bacteria"," p__Omnitrophota"," c__JACPQZ01"," o__JACPQZ01"," f__JACPQZ01"," g__JACPQZ01"
"ASV3632"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Aquiviventales"," f__Aquiviventaceae"," g__JACPRA01"
"ASV3633"," d__Bacteria"," p__Planctomycetota"," c__MHYJ01"," o__MHYJ01"," f__JACPRB01"," g__JACPRB01"
"ASV3634"," d__Bacteria"," p__Planctomycetota"," c__MHYJ01"," o__MHYJ01"," f__JACPRB01"," g__JACPRC01"
"ASV3635"," d__Bacteria"," p__UBP17"," c__UBA6191"," o__JACPRK01"," f__JACPRK01"," g__JACPRK01"
"ASV3636"," d__Bacteria"," p__Acidobacteriota"," c__Terriglobia"," o__Acidoferrales"," f__2-02-FULL-67-57"," g__JACPRL01"
"ASV3637"," d__Bacteria"," p__Chloroflexota"," c__FW602-bin22"," o__FW602-bin22"," f__JACPRP01"," g__JACPRP01"
"ASV3638"," d__Bacteria"," p__Desulfobacterota_B"," c__Binatia"," o__JACPRU01"," f__JACPRU01"," g__JACPRU01"
"ASV3639"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__GW2011-AR5"," f__GW2011-AR5"," g__JACPRW01"
"ASV3640"," d__Bacteria"," p__CSP1-3"," c__CSP1-3"," o__CSP1-3"," f__13-1-40CM-64-14"," g__JACPRY01"
"ASV3641"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__SBBC01"," f__CAIJZX01"," g__JACPSJ01"
"ASV3642"," d__Bacteria"," p__Cyanobacteriota"," c__Vampirovibrionia"," o__2-02-FULL-35-15"," f__2-02-FULL-35-15"," g__JACPSL01"
"ASV3643"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Aquiviventales"," f__Aquiviventaceae"," g__JACPSQ01"
"ASV3644"," d__Bacteria"," p__Bdellovibrionota"," c__O2-12-FULL-43-9"," o__2-02-FULL-40-11"," f__2-02-FULL-40-11"," g__JACPST01"
"ASV3645"," d__Bacteria"," p__Elusimicrobiota"," c__Elusimicrobia"," o__2-02-FULL-39-32"," f__2-02-FULL-39-32"," g__JACPSV01"
"ASV3646"," d__Bacteria"," p__JACPSX01"," c__JACPSX01"," o__JACPSX01"," f__JACPSX01"," g__JACPSX01"
"ASV3647"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__DSVV01"," g__JACPTB01"
"ASV3648"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__UBA10216"," g__JACPTE01"
"ASV3649"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__UBA10216"," g__JACPTG01"
"ASV3650"," d__Bacteria"," p__Myxococcota"," c__JACPTQ01"," o__JACPTQ01"," f__JACPTQ01"," g__JACPTQ01"
"ASV3651"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__02-FULL-45-10c"," g__JACPTS01"
"ASV3652"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JACPTT01"
"ASV3653"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Aquiviventales"," f__Aquiviventaceae"," g__JACPTX01"
"ASV3654"," d__Bacteria"," p__JACPUC01"," c__JACPUC01"," o__JACPUC01"," f__JACPUC01"," g__JACPUC01"
"ASV3655"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__SBBC01"," f__JACPUP01"," g__JACPUP01"
"ASV3656"," d__Bacteria"," p__Myxococcota"," c__Myxococcia"," o__Myxococcales"," f__Myxococcaceae"," g__JACPVI01"
"ASV3657"," d__Bacteria"," p__Planctomycetota"," c__MHYJ01"," o__WSZJ01"," f__JACPWG01"," g__JACPWG01"
"ASV3658"," d__Bacteria"," p__Patescibacteria"," c__Andersenbacteria"," o__UBA10190"," f__UBA10190"," g__JACPWO01"
"ASV3659"," d__Bacteria"," p__JACPWU01"," c__JACPWU01"," o__JACPWU01"," f__JACPWU01"," g__JACPWU01"
"ASV3660"," d__Bacteria"," p__Bdellovibrionota"," c__FAC87"," o__UBA2466"," f__UBA2466"," g__JACPWY01"
"ASV3661"," d__Bacteria"," p__Elusimicrobiota"," c__Elusimicrobia"," o__2-01-FULL-59-12"," f__JACPXA01"," g__JACPXA01"
"ASV3662"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__JACPXH01"," f__JACPXH01"," g__JACPXH01"
"ASV3663"," d__Bacteria"," p__Omnitrophota"," c__Omnitrophia"," o__Omnitrophales"," f__Aquincolibacteriaceae"," g__JACPXK01"
"ASV3664"," d__Bacteria"," p__Omnitrophota"," c__Omnitrophia"," o__Omnitrophales"," f__Aquincolibacteriaceae"," g__JACPXM01"
"ASV3665"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Zapsychrales"," f__Fredricksoniimonadaceae"," g__JACPXN01"
"ASV3666"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__2-02-FULL-51-18"," f__2-02-FULL-51-18"," g__JACPXO01"
"ASV3667"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__1-14-0-20-64-10"," f__1-14-0-20-64-10"," g__JACPXR01"
"ASV3668"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Aquiviventales"," f__Aquiviventaceae"," g__JACPXS01"
"ASV3669"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__1-14-0-20-64-10"," f__1-14-0-20-64-10"," g__JACPXU01"
"ASV3670"," d__Bacteria"," p__Patescibacteria"," c__Gracilibacteria"," o__Peribacterales"," f__Peribacteraceae"," g__JACPXZ01"
