"","19GWC19006-C1-GOWN986--Li17090_S14_L002_R1_paired","19GWC19014-C3-GOWN972--Li16960_S26_L002_R1_paired","19GWC19018-C4-GOWN3026--Li16946_S12_L001_R1_paired","19GWC19019-C5-GOWN983--Li17091_S15_L002_R1_paired","19GWC19024-C8-GOWN980--Li17092_S16_L002_R1_paired","19GWC19026-C9-GOWN218--Li16961_S27_L002_R1_paired","19GWC19028-C10-GOWN114--Li17093_S17_L002_R1_paired","19GWC19036-C12-GOWN137--Li17086_S18_L002_R1_paired","19GWC19038-C13-GOWN144--Li17094_S19_L002_R1_paired","19GWC19041-C15-GOWN150--Li17095_S20_L002_R1_paired","19GWC19045-C17-GOWN265--Li16962_S28_L002_R1_paired","19GWC19047-C18-GOWN139--Li17096_S21_L002_R1_paired","19GWC19048-C19-GOWN142--Li16947_S13_L001_R1_paired","19GWC19049-C20-GOWN123--Li16963_S29_L002_R1_paired","19GWC19053-C21-GOWN760--Li16964_S30_L002_R1_paired","19GWC19059-C24-GOWN117--Li16965_S31_L002_R1_paired","19GWE00021-E1-GOWN449--Li17097_S22_L002_R1_paired","19GWE00050-E2-GOWN991--Li16966_S32_L002_R1_paired","19GWE00506-E6-GOWN200--Li17085_S8_L001_R1_paired","19GWE00515-E9-GOWN33--Li17098_S23_L002_R1_paired","19GWE00520-E10-GOWN1124--Li17087_S9_L001_R1_paired","19GWE00525-E14-GOWN1153--Li17088_S10_L001_R1_paired","19GWE00534-E19-GOWN1117--Li17089_S11_L001_R1_paired","19GWE00537-E21-GOWN62--Li17099_S24_L002_R1_paired","19GWE00545-E23-GOWN186--Li17100_S25_L002_R1_paired"
"ASV220",2,1,0,353,730,101,0,58,0,18,1,216,1,0,22,6,48,0,14,0,3,4,0,34,51
"ASV221",1,0,0,3,0,0,0,1,2,1,1,3,1,0,0,0,0,0,2,0,1,2,1,1,2
"ASV222",18,1,309,351,1,5,32,590,119,1900,0,588,0,6,2,10,522,1,281,0,472,85,445,0,422
"ASV223",699,5,1249,890,597,412,131,2377,83,705,6,577,2,11,117,302,136,86,295,15,98,8,113,861,199
"ASV224",1,0,3,0,2,0,0,0,0,7,1,3,1,0,1,0,0,0,3,0,1,3,1,0,1
"ASV225",102,1,298,38,157,1,1,60,1302,4,0,29,1,0,290,6003,0,2,18,0,52,18329,1230,16,29
"ASV226",6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,2,0,2,0,0,0,0,0
"ASV227",1,0,4,0,0,0,0,0,1,0,0,1,0,2,0,13,0,0,0,0,2,1,0,0,0
"ASV228",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV229",7,1,1,1,0,0,0,197,0,7,0,0,0,7,0,3,0,0,0,0,0,0,5,0,0
"ASV230",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0
"ASV231",1,4,0,2,0,0,0,0,0,0,0,5,0,0,18,0,0,1,4,0,0,0,0,0,0
"ASV232",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,6,1,0,0
"ASV233",1,0,0,2,0,0,0,0,9,0,0,0,0,0,1,0,14,0,0,0,1,74,9,0,12
"ASV234",1,0,2,0,0,0,1,0,0,1,0,4,0,0,3,1,0,0,0,0,0,0,0,0,11
"ASV235",1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0
"ASV236",1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,5,1,0,0
"ASV237",3,1,0,3,0,0,0,0,5,5,0,4,0,15,1,0,0,0,11,0,11,7,4,6,1
"ASV238",1,0,1,0,0,0,0,1,15,1,0,0,0,0,0,18,0,0,2,0,0,10,3,48,2
"ASV239",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV240",1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV241",11,1,0,14,0,0,5,13,5,12,1,21,0,0,3,0,3,0,8,0,2,93,46,1,124
"ASV242",2,1,19,2,1,0,0,6,76,5,0,105,0,93,11,27,0,0,20,0,19,75,0,0,2
"ASV243",4,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
"ASV244",1,0,7,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,11,0,0,0
"ASV245",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV246",14,6,0,91,25,0,0,106,3,40,5,10,2,16,26,3,0,3,64,0,45,23,37,8,2
"ASV247",2,0,1,4,2,0,1,188,9,91,0,3,5,12,5,9,1,0,14,0,7,20,77,0,0
"ASV248",1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV249",1,0,1,2,0,0,0,10,0,2,0,0,0,2,0,15,0,0,1,0,0,1,4,0,0
"ASV250",3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV251",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV252",7,8,5,1,0,4,0,32,2,23,0,2,4,9,5,7,0,1,0,0,5,10,0,0,4
"ASV253",289,1,32,1,0,0,0,11,54,118,0,64,0,3,1,6,0,0,0,0,0,23,6,0,1
"ASV254",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
"ASV255",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV256",10,2,2,0,0,2,0,5,0,0,0,0,0,35,5,1,0,0,0,0,1,0,2,0,0
"ASV257",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV258",3,2,5,1,0,9,0,11,1,44,0,3,3,0,4,1,2,2,0,0,11,2,0,0,0
"ASV259",1,1,2,0,0,1,0,1,2,2,0,2,0,2,0,1,0,0,0,0,0,2,2,2,0
"ASV260",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV261",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV262",7,0,0,31,5,0,0,1,3,0,0,26,0,1,0,1,1,2,25,1,0,0,2,1,9
"ASV263",1,0,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0
"ASV264",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV265",1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,9,0,0,1,0,3,6,9,0,0
"ASV266",1,0,1,1,0,3,0,45,10,4,0,3,1,37,4,1621,1,0,1,0,11,47,9,0,0
"ASV267",1,1,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,2,0,1,3,0,0,0
"ASV268",17,5,0,3,0,6,0,6,3,8,0,4,6,2,3,1,0,2,3,0,2,113,3,6,5
"ASV269",25,0,0,15,0,5,4,14,45,46,0,265,25,163,58,1,0,2,149,0,141,4,18,0,113
"ASV270",1,7,3,1,1,1,0,12,4,2,0,0,2,0,9,1,5,1,4,0,1,6,1,1,0
"ASV271",1,4,1,0,0,1,1,3,1,11,0,0,0,3,0,29,0,0,0,0,3,2,0,0,1
"ASV272",5,1,0,22,0,0,0,12,2,24,0,21,0,5,11,9,0,0,18,0,2,8,9,0,0
"ASV273",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
"ASV274",168,1,18,42,29,18,3,72,175,164,0,122,4,19,18,43,3,7,28,21,12,43,23,19,6
"ASV275",1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0
"ASV276",1,0,10,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"ASV277",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV278",1,0,0,1,1,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"ASV279",541,26,87,46,31,12,4,172,1241,1731,0,105,7,6,6,51,2426,24,15,0,1209,25,2066,18,4639
"ASV280",2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,2,0,1,0,1,5,0
"ASV281",1,0,1,1,0,0,0,2,0,1,1,5,0,0,0,5,0,0,0,1,0,0,530,0,0
"ASV282",1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,0
"ASV283",3,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0
"ASV284",1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0
"ASV285",2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV286",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"ASV287",9,0,0,0,0,0,0,3,0,4,0,1,1,0,20,2,0,1,0,0,0,0,0,18,0
"ASV288",11,37,0,0,0,0,0,3,0,11,5,0,9,0,0,0,0,8,0,1,0,0,0,0,0
"ASV289",2,22,2,6,2,5,8,10,0,3,10,25,6,7,0,3,10,2,8,16,18,11,9,5,16
"ASV290",1,0,0,0,43,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV291",2,3,2,0,68,3,1,1,0,1,0,0,0,0,1,0,0,6,1,0,0,2,1,6,24
"ASV292",3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"ASV293",1,0,1,0,0,1,1,0,1,7,0,0,0,1,1,4,0,0,0,0,4,12,1,0,0
"ASV294",2,2,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,2,1,0,0
"ASV295",1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0
"ASV296",77,0,0,1,469,3,0,2,0,0,4,3,0,0,0,1,0,74,0,2,28,4,22,38,6
"ASV297",1,4,5,5,0,0,4,8,1,10,0,2,3,1,3,11,0,1,0,0,8,12,5,1,1
"ASV298",2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,3,6
"ASV299",2,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0
"ASV300",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV301",1,0,50,47,19,1,0,681,8,116,0,38,0,0,0,8,0,2,622,0,31,33,447,6,2
"ASV302",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV303",1,0,0,0,0,0,0,1,3,0,0,2,0,0,9,2,0,0,0,0,6,11,2,4,1
"ASV304",12,0,0,0,0,4,0,0,8,0,0,0,0,0,159,0,4,0,0,0,0,2,0,0,0
"ASV305",3,0,6,0,0,0,0,4,1,4,0,0,0,2,1,7,0,0,0,0,0,4,3,0,0
"ASV306",2,0,1,1,0,0,0,2,0,2,0,3,0,43,0,5,0,1,4,0,4,11,2,0,2
"ASV307",1,0,1,4,1,0,0,6,1,0,0,0,1,11,1,6,0,0,2,3,2,15,1,1,1
"ASV308",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASV309",1,1,3,0,0,0,0,2,1,3,0,1,0,4,0,4,0,0,0,0,1,2,2,0,0
"ASV310",1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,3,0,0,2,0,0,6,1,0,0
"ASV311",1,0,2,1,0,1,0,2,1,1,0,1,0,2,5,2,0,0,0,0,3,2,0,0,0
"ASV312",4,6,75,2,1,4,1,13,2,19,0,6,10,14,14,118,4,0,1,0,10,83,2,0,3
"ASV313",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV314",1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"ASV315",109,3,19,59,6,1,49,8,25,13,8,56,35,51,6,22,0,14,38,112,19,40,12,6,86
"ASV316",2,1,12,0,1,0,0,5,2,19,1,0,0,6,5,14,0,1,0,0,0,40,5,0,0
"ASV317",1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0
"ASV318",2,0,1,1,1,0,0,1,0,1,0,0,0,11,0,8,0,0,2,0,0,9,0,0,0
"ASV319",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV320",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV321",4,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,5,0,10,1,0,0,0
"ASV322",1,0,0,0,0,1,0,0,2,0,0,0,0,5,0,3,0,0,1,0,0,4,0,0,0
"ASV323",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV324",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,9,2,0
"ASV325",1,0,0,1,0,0,0,0,0,1,1,2,1,0,7,0,0,1,0,0,0,2,0,0,0
"ASV326",13,0,10,193,375,2,0,68,245,0,2,2492,0,0,1,26,0,1,170,0,5,11,26,24,3
"ASV327",2,0,0,2,0,0,0,472,92,18,0,4,0,12,1,205,0,0,12,0,18,496,65,0,0
"ASV328",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"ASV329",3,0,1,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0
"ASV330",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"ASV331",3,0,0,0,0,0,5,9,1,95,0,1,0,0,61,0,0,1,0,0,0,4,7,0,0
"ASV332",1,0,0,21,12,0,1,0,0,1,0,9,0,2,18,2,0,0,1,0,82,2,1,60,1
"ASV333",35,8,0,1,103,0,3,2,0,0,16,0,38,29,18,1,4,32,54,4,0,0,0,432,14
"ASV334",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5,0,0
"ASV335",7,0,4,51,13,0,0,36,2,1,0,3,0,8,52,1,0,4,7,2,14,7,11,11,0
"ASV336",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV337",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV338",5,8,7,6,66,44,3,11,10,2,2,19,0,1,47,445,2,4,37,1,7,3,103,510,13
"ASV339",1,3,9,11,20,23,2,63,51,210,0,181,0,0,2,54,1,1,46,0,11,12,460,0,5
"ASV340",263,0,0,0,0,56,82,45,2,247,0,39,1,0,0,1,0,19,0,0,0,4,26,0,10
"ASV341",1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
"ASV342",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV343",29,0,0,0,18,10,12,4,7,17,6,15,0,2,0,16,5,8,190,27,4,0,15,2,6
"ASV344",1,1,2,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,1,0,0,7,0,1,0
"ASV345",2,0,0,0,0,1,0,7,0,2,0,3,1,48,3,19,0,0,10,0,11,31,1,2,2
"ASV346",1,0,3,0,0,0,0,2,1,1,0,4,0,69,0,9,0,0,14,0,10,52,5,0,1
"ASV347",2,0,16,0,0,0,0,0,2,3,0,930,0,8,62,10,0,0,2,1,0,513,12,0,0
"ASV348",8,3,19,23,5,1,14,41,17,42,0,12,38,89,28,22,0,1,12,0,37,55,21,22,153
"ASV349",1,0,2,2,2,0,12,2,1,3,1,1,0,3,2,1,0,0,0,0,10,0,7,0,38
"ASV350",2,0,4,0,0,0,0,1,8,0,0,0,0,0,1,8,0,0,1,0,0,8,3,1,0
"ASV351",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV352",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV353",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
"ASV354",3,1,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,1,1,0,0,5,11
"ASV355",2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,14,0,0,25,0
"ASV356",64,0,6,0,1,0,0,0,2,1,0,0,1,0,1,2,0,0,0,0,0,15,2,0,0
"ASV357",661,15,300,360,22,11,25,448,89,166,22,327,23,231,256,249,60,7,261,14,162,827,276,62,782
"ASV358",9,50,77,15,8,7,2,54,20,11,87,17,3,27,38,195,1,4,13,5,21,320,33,19,3
"ASV359",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,2,0
"ASV360",32,0,0,1,269,2,0,0,0,6,0,11,0,0,10,0,3,13,0,0,0,0,0,348,6
"ASV361",1,0,0,0,0,0,0,3,0,2,0,5,0,0,0,1,0,0,0,0,0,1,5,0,0
"ASV362",3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,1,0,0,1,2,1,1
"ASV363",1,0,0,0,0,0,0,3,0,1,0,2,1,6,0,3,0,0,0,0,1,9,2,0,0
"ASV364",7,0,0,20,17,0,0,41,3,1,1,108,3,17,19,3,0,3,1,0,5,3,3,0,9
"ASV365",1,0,0,0,0,0,0,0,1,0,0,0,0,26,0,1,0,0,0,0,0,6,3,0,0
"ASV366",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV367",3,17,7,1,9,21,7,2,3,9,102,4,11,0,3,0,3,9,4,1,51,5,1,1,0
"ASV368",2,0,4,1,0,1,0,3,0,1,0,19,0,1,0,0,217,0,1,0,6,2,14,0,0
"ASV369",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,2,0,4,0,0
"ASV370",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV371",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV372",2,0,0,1,0,10,2,11,6,3,0,1,0,0,1,2,0,3,0,0,1,0,2,0,0
"ASV373",181,62,1359,15,28,194,1,100,0,15,0,1,0,1,0,45,24,2,227,20,234,83,8596,12,0
"ASV374",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,8,0,0,1,4,0,0
"ASV375",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV376",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0
"ASV377",3,0,0,1,1,0,0,1,0,0,1,1,0,8,24,1,0,0,12,1,0,0,0,17,0
"ASV378",2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ASV379",1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,2,0,0,0,0,1,14,0,1,0
"ASV380",1,0,1,0,0,0,0,1,0,3,0,0,0,36,0,24,0,0,6,0,3,135,6,1,0
"ASV381",3,0,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,9
"ASV382",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV383",12,9,6,6,0,8,2,14,8,11,0,3,1,112,22,3,0,0,8,0,21,22,9,0,30
"ASV384",8,23,3,0,0,2,0,4,2,4,0,1,0,27,1,3,1,1,0,0,8,1,0,3,2
"ASV385",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,1,0,0,0
"ASV386",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,48,1,0,0
"ASV387",1,0,0,0,0,0,0,1,2,0,0,0,0,5,0,3,0,0,0,0,1,1,0,0,0
"ASV388",20,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
"ASV389",1,403,0,2,0,0,0,0,3,1,0,2,0,0,1,2,0,0,1,0,0,2,1,0,0
"ASV390",1,0,154,0,0,2,0,2,0,1,0,1,0,1,4,2,0,0,0,0,1,28,0,0,0
"ASV391",3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"ASV392",1,0,0,0,0,5,0,1,1,1,0,2,0,1,2,0,1,1,0,0,0,1,1,5,4
"ASV393",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV394",2,4,4,1,0,2,18,0,6,2,3,9,6,5,0,0,0,11,1,0,3,0,0,0,0
"ASV395",1,1,3,0,0,0,0,1,0,2,0,2,0,61,0,17,0,0,11,0,11,82,5,1,3
"ASV396",1,0,1236,16,0,3,0,5,4,15,0,8,0,21,47,14,2,0,5,0,2,44,3,4,18
"ASV397",2,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,1,0,3,0,3
"ASV398",12,1,1,8,21,0,0,1,0,1,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0
"ASV399",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
"ASV400",1,0,2,4,3,0,1,0,2,0,0,1,0,1,0,5,0,0,0,0,1,4,6,1,0
"ASV401",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
"ASV402",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV403",1,0,0,5,0,0,0,3,4,0,0,0,0,2,0,7,6,0,0,0,0,5,3,0,5
"ASV404",1,0,55,3,0,0,0,9,2,2,0,2,1,18,1,5,0,0,1,0,8,30,0,0,1
"ASV405",3,2,4,3,0,0,0,14,1,3,0,2,0,4,2,5,1,0,0,0,3,3,2,0,1
"ASV406",1,0,1040,1,0,1,0,5,1,1,0,0,0,3,2,210,0,0,1,0,2,16,0,0,0
"ASV407",1,0,14,0,0,0,0,2,12,1,0,0,0,0,0,29,0,0,0,0,0,37,1,0,0
"ASV408",1,0,75,3,0,0,0,13,20,0,0,2,0,3,23,1323,0,0,0,0,115,2188,34,0,0
"ASV409",1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0
"ASV410",1,0,3,2,0,0,0,1,9,2,0,0,4,8,3,18,1,0,1,0,3,41,6,0,0
"ASV411",1,0,3,0,0,0,0,0,6,1,0,1,0,15,1,16,0,0,0,0,2,21,0,0,0
"ASV412",3,8,9,11,0,4,1,51,17,10,0,350,0,1264,12,51,1,0,3,0,103,39,2,1,11
"ASV413",1,0,1,0,0,0,0,1,5,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0
"ASV414",1,0,127,7,1,0,0,17,4,0,0,0,0,4,0,4665,0,0,0,0,3,4106,109,0,0
"ASV415",1,0,6,1,0,0,0,4,6,1,0,3,0,11,2,8,0,0,0,0,0,3,2,0,0
"ASV416",3,1,6,6,0,3,2,91,154,107,0,24,37,116,28,310,1,0,108,0,31,398,106,0,4
"ASV417",15,1,2,1,0,0,1,7,17,19,0,1,0,0,3,1,0,0,0,0,1,2,0,1,0
"ASV418",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0
"ASV419",2,0,0,0,0,7,0,4,47,5,2,0,6,6,2,54,0,0,6,0,1,31,158,0,0
"ASV420",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV421",22,0,7,83,9,0,4,99,7,620,0,579,1,1,3,30,0,1,66,0,37,7,38,0,173
"ASV422",1,0,5,13,0,0,0,30,0,0,0,5,0,0,0,1,0,0,5,0,2,1,2,3,0
"ASV423",1,1,3,0,0,0,0,3,0,0,0,3,0,0,2,4,0,0,4,0,0,30,0,0,0
"ASV424",51,0,1,42,6,6,635,1829,16,1165,38,5,8,0,304,748,1,6,7003,0,32,959,2964,0,8
"ASV425",1,0,0,5,0,2,0,0,0,0,0,3,0,0,0,19,0,0,0,1,4,0,13,3,0
"ASV426",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV427",3,0,9,2,0,0,0,3,6,11,0,0,1,10,2,30,0,0,1,0,4,16,3,5,0
"ASV428",2,0,1,4,1,0,0,1,0,0,1,0,0,0,8,0,0,1,7,0,19,0,3,1,0
"ASV429",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"ASV430",5,0,1,40,3,0,8,10,14,8,3,35,5,4,8,151,0,0,23,2,122,135,39,11,151
"ASV431",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"ASV432",17,1,1,2,0,1,1,2,0,0,3,0,1,4,3,1,0,1,3,3,2,2,0,0,0
"ASV433",14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ASV434",1,0,10,0,0,0,37,1,1,0,0,0,0,0,1,7,0,0,0,1,1,2,1,0,0
"ASV435",1,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,3,0,0,0
"ASV436",5,1,1,3,0,1,0,4,2,5,0,84,0,0,0,0,1,0,4,0,5,2,21,0,15
"ASV437",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV438",2,8,0,11,0,6,612,16,300,21,141,4,500,2,5,0,5,295,16,155,171,1,1,1,0
"ASV439",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ASV440",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV441",1,0,0,1,0,0,0,3,0,1,0,1,0,3,0,0,0,1,0,0,2,4,1,0,0
"ASV442",2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1,2,1,0,1,0,0
"ASV443",1,0,2,2,0,0,0,1,1,0,0,1,0,2,0,2,0,0,0,0,0,0,2,2,0
"ASV444",231,9,0,34,120,17,25,3,21,3,6,17,4,6,1,179,12,12,40,4,0,1,2,7,13
"ASV445",3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,9,1,0,0,0,1,1
"ASV446",44,3,0,155,244,0,2,7,0,1,0,20,0,44,655,0,0,0,206,0,9,0,1,164,53
"ASV447",1,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,1,0,0,4,0,0,0
"ASV448",4311,11358,1264,1177,13555,2765,2091,765,823,428,565,3094,2849,305,37,102,577,3951,906,6684,2092,170,311,3392,7488
"ASV449",109,2,8,8724,464,0,2,2563,32,481,3,106,0,78,3,0,22,77,94,0,66,84,35,34,302
"ASV450",1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,0,0,5,2,0,0
"ASV451",1,0,3,3,0,13,0,116,0,103,1,17,0,0,6,13,0,2,1,0,0,16,39,0,0
"ASV452",1,0,1,3,0,1,5,57,0,1,0,2,1,1,74,1,1,1,4,0,0,1,5,6,0
"ASV453",41,21,0,29,148,30,0,3,1,149,0,74,0,0,2,28,2,2,3,0,0,0,0,1,9
